studentno,413-GE-KG,420-GE-KG,420-SE-KG,420-SN-KG,435-GE-KG,456-GE-KG,456-SB-KG,618-SN-KG,618-SE-KG,449-FB-KG,449-GE-KG,625-GE-KG,603-SB-KG,603-GE-KG,872-CB-KG,872-GE-KG,509-CE-KG,509-CN-KG,478-GE-KG,478-JE-KG,478-JN-KG,481-SB-KG,481-GE-KG,525-GE-KG,507-GE-KG,521-GE-KG,539-GE-KG,680-SN-KG,680-GE-KG,680-SE-KG,562-CN-KG,562-CE-KG,562-GE-KG,575-SB-KG,575-GE-KG,589-GE-KG,593-SB-KG,593-GE-KG,453-GE-KG,453-SE-KG,453-SN-KG,614-SB-KG,614-CB-KG,614-GE-KG,537-SE-KG,537-SN-KG,644-GE-KG,544-GE-KG,838-GE-KG,838-ME-KG,838-MN-KG,664-GE-KG,670-GE-KG,490-CB-KG,490-GE-KG,676-GE-KG,476-NC-KG,479-GE-KG,479-KE-KG,479-KN-KG,691-FB-KG,691-SB-KG,691-GE-KG,830-GE-KG,714-SE-KG,714-SN-KG,549-GE-KG,718-GE-KG,505-GE-KG,722-GE-KG,724-NS-KG,729-CB-KG,729-GE-KG,729-SE-KG,729-SN-KG,723-CB-KG,723-GE-KG,723-SB-KG,650-SB-KG,650-GE-KG,735-GE-KG,746-GE-KG,746-ME-KG,746-MN-KG,638-CB-KG,638-GE-KG,786-JE-KG,786-GE-KG,786-JN-KG,569-GE-KG,790-GE-KG,760-SN-KG,760-GE-KG,760-SE-KG,796-GE-KG,816-SB-KG,816-GE-KG,656-SB-KG,656-GE-KG,493-GE-KG,814-GE-KG,820-GE-KG,823-GE-KG,488-GE-KG,834-CB-KG,834-GE-KG,834-SB-KG,782-GE-KG,842-GE-KG,750-GE-KG,848-CB-KG,848-GE-KG,513-CB-KG,513-SB-KG,513-GE-KG,859-GE-KG,862-CB-KG,862-GE-KG,867-CB-KG,867-GE-KG,497-SN-KG,497-GE-KG,497-SE-KG,876-CE-KG,876-CN-KG,876-GE-KG,801-GE-KG,485-CE-KG,485-CT-KG
2324-1000010,-3.12914,-3.774619,-4.490843,-inf,-3.009736,-5.864716,-inf,-inf,-5.596869,-inf,-3.171931,-8.52308,-inf,-5.240816,-inf,-0.859077,-3.761568,-inf,-3.411367,-4.440269,-inf,-inf,-8.712011,-2.701506,-8.167437,-8.965925,-6.15073,-inf,-5.902151,-6.618375,-inf,-3.134048,-1.66259,-inf,-6.648234,-2.967566,-inf,-9.494784,-9.706249,-10.422473,-inf,-inf,-inf,-8.051006,-6.388077,-inf,-3.782417,-5.06745,-5.985233,-6.376584,-inf,-4.077745,-7.608127,-inf,-1.27446,-4.053989,-inf,-1.120063,-2.973508,-inf,-inf,-inf,-9.229818,-8.348653,-4.924464,-inf,-3.679131,-2.923695,-4.682305,-5.090022,-inf,-inf,-7.838384,-8.554608,-inf,-inf,-5.265172,-inf,-inf,-4.040536,-2.722866,-8.16962,-8.560971,-inf,-inf,-1.820817,-4.034775,-3.005874,-inf,-1.447451,-2.411987,-inf,-7.987386,-8.70361,-3.674371,-inf,-4.867598,-inf,-7.196361,-7.796363,-1.094239,-9.217001,0.037729,-6.090668,-inf,-2.32016,-inf,-5.552343,-5.948672,-4.299983,-inf,-4.184513,-inf,-inf,-8.217275,-3.299347,-inf,-5.6855,-inf,-9.638735,-inf,-4.745015,-5.461239,-6.229083,-inf,-4.757625,1.164845,-5.378643,-inf
2324-1000011,-1.096783,-0.752214,-1.468438,-inf,-0.339521,-4.756958,-inf,-inf,-3.723727,-inf,-3.894414,-7.32331,-inf,-3.770169,-inf,-4.002914,-1.236789,-inf,0.505264,-0.523638,-inf,-inf,-5.727631,-2.915778,-6.65891,-6.674714,-2.19852,-inf,-4.239323,-4.955547,-inf,-6.623213,-5.151754,-inf,-3.501252,1.838643,-inf,-6.303702,-7.98186,-8.698084,-inf,-inf,-inf,-5.512828,-3.813413,-inf,-0.267191,-1.685402,-5.231761,-5.623112,-inf,-1.572151,-3.639857,-inf,-3.963287,-0.509317,-inf,-0.133514,-1.986959,-inf,-inf,-inf,-5.745123,-7.391793,-4.045284,-inf,-1.154218,-0.769129,-1.970921,-1.459728,-inf,-inf,-4.835748,-5.551972,-inf,-inf,-4.060368,-inf,-inf,-3.217052,-0.30391,-4.329844,-4.721195,-inf,-inf,-4.913203,-4.335487,-3.306585,-inf,0.203203,-4.229042,-inf,-5.890107,-6.606331,-0.294611,-inf,-2.912575,-inf,-4.711803,-4.739331,-2.419465,-5.491392,-2.546117,-2.157534,-inf,-4.781416,-inf,-1.806292,-2.391239,-0.670129,-inf,-2.354901,-inf,-inf,-6.114996,-4.049666,-inf,-1.833442,-inf,-7.162065,-inf,-4.580062,-5.296286,-2.288279,-inf,-0.81682,-3.574384,-1.557054,-inf
2324-1000012,-3.173421,-1.913758,-1.431016,-inf,-2.533324,-4.751762,-inf,-inf,-3.040847,-inf,-5.187366,-5.741253,-inf,-4.280869,-inf,-5.540367,-3.935173,-inf,-0.966189,-1.72135,-inf,-inf,-3.055089,-5.417232,-5.091356,-4.19302,-1.497401,-inf,-4.105747,-3.623005,-inf,-8.253656,-6.789006,-inf,-2.048308,-2.057049,-inf,-2.723875,-5.562039,-5.079297,-inf,-inf,-inf,-3.708097,-2.002187,-inf,-1.947785,-2.093213,-5.202588,-5.773983,-inf,-3.009306,-1.846827,-inf,-5.637942,-1.327855,-inf,-2.770973,-5.404187,-inf,-inf,-inf,-1.796936,-5.925918,-4.237981,-inf,-3.807032,-2.982883,-3.619635,-0.717649,-inf,-inf,-2.604624,-2.121881,-inf,-inf,-4.657995,-inf,-inf,-5.308837,-3.17704,-1.031853,-1.603247,-inf,-inf,-6.659087,-6.323535,-5.568374,-inf,-2.381468,-6.184522,-inf,-4.881242,-4.398499,-1.79707,-inf,-4.633466,-inf,-3.716201,-2.525456,-4.747237,-0.580305,-4.668975,-0.41297,-inf,-6.734319,-inf,-1.798956,-0.450869,-0.642037,-inf,-4.779269,-inf,-inf,-4.278677,-5.958154,-inf,-0.764477,-inf,-4.264858,-inf,-4.874957,-4.392214,-2.111824,-inf,-0.647174,-5.455659,-3.216312,-inf
2324-1000013,-4.199654,-3.0348,-3.751024,-1.47676,-3.781056,-4.075428,-2.144431,-2.00035,-4.274615,-inf,-1.518891,-6.474695,-1.837605,-3.768602,-inf,-0.963465,-3.74199,-inf,-3.147915,-4.176817,-inf,-5.421341,-7.352338,-3.561389,-6.225078,-7.236711,-6.019176,-2.74059,-4.298631,-5.014855,-inf,-3.901408,-2.42995,-3.592041,-5.523037,-2.854176,-6.244778,-8.175774,-7.7417,-8.457923,-6.183659,-4.607787,-inf,-6.538784,-5.079796,-2.805531,-4.172086,-5.602551,-4.056329,-4.44768,-inf,-5.054361,-7.317777,-inf,-1.2947,-4.454138,-inf,-2.192771,-4.046216,-inf,-inf,-6.184339,-8.115336,-6.243742,-3.774231,-1.499966,-4.348626,-2.524102,-4.021683,-4.349548,-5.050518,-inf,-6.539191,-7.255415,-4.98115,-inf,-3.731004,-1.800007,-1.694261,-3.625257,-3.033134,-7.450571,-7.841922,-inf,-inf,-2.463925,-4.263103,-3.234201,-inf,-2.431243,-2.672659,-4.824957,-6.382998,-7.099222,-3.132051,-2.194435,-4.125431,-3.847349,-5.778346,-6.533248,-2.222772,-8.343707,-1.463253,-5.621758,-inf,-3.078098,-1.147102,-5.774554,-5.054096,-4.638901,-inf,-5.208939,-inf,-4.553172,-6.484169,-2.894208,-inf,-5.755157,-inf,-7.951628,-1.150093,-2.708134,-3.424358,-5.87278,-inf,-4.401322,-1.607079,-5.527792,-inf
2324-1000014,-3.96445,-1.770181,-2.486405,-0.21214,-3.339182,-2.834847,-0.90385,-0.819874,-3.094138,-inf,-3.693485,-3.085763,-0.953537,-2.884533,-inf,-4.14597,-3.829291,-inf,-1.699495,-2.728397,-inf,-1.234156,-3.165152,-4.983727,-2.430247,-2.547213,-3.473947,-0.892071,-2.450112,-3.166336,-inf,-6.964128,-5.492669,-0.384332,-2.315329,-2.279833,-1.71846,-3.649457,-3.338394,-4.054618,-1.780353,-0.623878,-inf,-2.554875,-2.391001,-0.116736,-3.057371,-3.813084,-3.124845,-3.516196,-inf,-4.209992,-4.199603,-inf,-4.348156,-2.849934,-inf,-2.882889,-4.736335,-inf,-inf,-1.853069,-3.784066,-3.26444,-4.30272,-2.028455,-4.272822,-2.584164,-3.306959,-1.729852,-2.616681,-inf,-2.676973,-3.393197,-1.118932,-inf,-3.179083,-1.248087,-2.636302,-4.567298,-3.227652,-3.664299,-4.05565,-inf,-inf,-5.438868,-5.876994,-4.848092,-inf,-2.73301,-5.146161,-1.57164,-3.129681,-3.845905,-1.927374,-2.066684,-3.997681,-0.721693,-2.65269,-2.739384,-4.117136,-4.355918,-3.82873,-2.577903,-inf,-5.696268,-3.765271,-3.643413,-1.819428,-2.523168,-inf,-5.303417,-inf,1.042557,-0.88844,-4.918118,-inf,-2.99284,-inf,-3.162088,-1.293344,-2.851384,-3.567608,-3.576632,-inf,-2.105173,-4.384871,-4.264243,-inf
2324-1000015,-1.655145,-3.903572,-4.250462,-inf,-1.335313,-8.074086,-inf,-inf,-6.646868,-inf,-7.521921,-10.239036,-inf,-7.140434,-inf,-7.448977,-3.243657,-inf,-1.887636,-3.121365,-inf,-inf,-7.498525,-6.067025,-9.484238,-8.907504,-1.412573,-inf,-7.408272,-7.755162,-inf,-8.411267,-8.517902,-inf,-5.574008,-2.866404,-inf,-7.525661,-10.480071,-10.826961,-inf,-inf,-inf,-7.858846,-6.164243,-inf,-0.882148,2.097226,-8.603932,-9.246711,-inf,-0.675994,-2.538629,-inf,-7.428579,0.646499,-inf,-2.520455,-4.640694,-inf,-inf,-inf,-6.476073,-10.404603,-7.274357,-inf,-3.332992,-4.393185,-5.401805,-3.20804,-inf,-inf,-6.753435,-7.100325,-inf,-inf,-7.492357,-inf,-inf,-6.829091,-3.598415,-4.206412,-4.849192,-inf,-inf,-8.307904,-7.992863,-6.759134,-inf,-1.791315,-7.676119,-inf,-8.67973,-9.02662,-3.410101,-inf,-6.481274,-inf,-7.348626,-6.621922,-5.582069,-5.735758,-5.73721,-2.116757,-inf,-8.154675,-inf,0.119825,-3.78896,3.188617,-inf,-3.840307,-inf,-inf,-8.646963,-7.608885,-inf,0.628545,-inf,-9.147729,-inf,-8.085216,-8.432106,-1.661966,-inf,-1.768601,-6.832107,-1.294555,-inf
2324-1000016,-4.017695,-1.371829,-2.088053,0.186212,-3.338458,-0.664051,1.266946,0.123387,-2.150877,-inf,-2.395739,-4.572339,1.467411,-0.463586,-inf,-3.266506,-3.139157,-inf,-1.732042,-2.760944,-inf,-2.997587,-4.928584,-4.166296,-4.092802,-4.863242,-4.403482,-0.302658,-1.860699,-2.576923,-inf,-6.132614,-4.661156,-1.300201,-3.231198,-1.862597,-3.820854,-5.751851,-5.62069,-6.336914,-4.06265,-2.168613,-inf,-4.09961,-2.734446,-0.460181,-3.260743,-4.594983,-2.187519,-2.57887,-inf,-4.609131,-5.500396,-inf,-3.364075,-3.403204,-inf,-2.419558,-4.273003,-inf,-inf,-3.821088,-5.752085,-4.525585,-2.942797,-0.668532,-4.000951,-1.717508,-2.636597,-2.349589,-2.83968,-inf,-4.139446,-4.85567,-2.581405,-inf,-0.539294,1.391703,-1.528647,-3.459644,-2.645116,-5.302015,-5.693366,-inf,-inf,-4.515381,-4.857413,-3.828511,-inf,-2.421518,-4.098989,-2.388642,-3.946683,-4.662906,-1.623619,-1.07843,-3.009427,-1.434558,-3.365555,-4.1474,-3.257177,-6.100843,-2.963161,-3.70998,-inf,-4.72222,-2.791224,-4.475608,-2.877412,-3.421289,-inf,-5.128865,-inf,-2.176988,-4.107985,-3.75196,-inf,-4.226657,-inf,-5.558673,-0.166493,-1.724534,-2.440758,-4.171569,-inf,-2.70011,-3.541853,-4.421744,-inf
2324-1000017,-3.928178,-1.019063,-1.735287,0.538977,-3.196689,-2.084652,-0.153655,16.034661,13.760397,-inf,-2.996781,-4.480081,1.394889,-0.536108,-inf,-3.861241,-3.11649,-inf,-1.35824,-2.387142,-inf,-2.336762,-4.267758,-4.412908,-3.867885,-4.362373,-3.892782,1.296337,-0.261703,-0.977927,-inf,-6.705315,-5.233857,-0.631423,-2.56242,-1.678689,-3.160434,-5.09143,-5.322739,-6.038962,-3.764698,-1.542933,-inf,-3.47393,-2.061576,0.212688,-2.98364,-4.240065,-2.640435,-3.031786,-inf,-4.420354,-4.925003,-inf,-3.926371,-3.056069,-inf,-2.503029,-4.356475,-inf,-inf,-3.144054,-5.075051,-4.532557,-3.282744,-1.008479,-3.924749,-1.723803,-2.44073,-1.762206,-2.212933,-inf,-3.466515,-4.182738,-1.908474,-inf,-2.036471,-0.105474,-1.770427,-3.701424,-2.632121,-4.648889,-5.04024,-inf,-inf,-5.062139,-5.177271,-4.14837,-inf,-2.42559,-4.569466,-1.815278,-3.373319,-4.089542,-1.28954,-1.086217,-3.017213,-0.764848,-2.695844,-3.471566,-3.595854,-5.431766,-3.390722,-3.119329,-inf,-5.205093,-3.274096,-4.047166,-2.229403,-3.00803,-inf,-5.094415,-inf,-1.697804,-3.6288,-4.192015,-inf,-3.72107,-inf,-5.024848,-0.804837,-2.362878,-3.079102,-3.662712,-inf,-2.191253,-4.050987,-4.104751,-inf
2324-1000018,-1.79446,-3.647501,-4.363725,-inf,-1.379984,-7.803098,-inf,-inf,-6.752689,-inf,-7.356752,-9.908935,-inf,-6.884642,-inf,-7.371269,-4.683316,-inf,-1.63953,-2.668432,-inf,-inf,-7.114234,-6.024522,-9.149169,-8.53453,-1.018629,-inf,-7.121429,-7.837653,-inf,-9.931288,-8.45983,-inf,-5.217689,-2.691916,-inf,-7.121119,-10.116247,-10.832471,-inf,-inf,-inf,-7.501638,-6.213023,-inf,-0.799359,0.759489,-8.339154,-8.730504,-inf,-0.914828,-2.125624,-inf,-7.343602,0.718449,-inf,-2.543102,-4.396548,-inf,-inf,-inf,-6.064929,-10.082891,-7.446253,-inf,-3.313694,-4.219801,-5.17762,-2.86079,-inf,-inf,-6.379354,-7.095577,-inf,-inf,-7.245984,-inf,-inf,-6.683467,-3.503697,-3.792312,-4.183663,-inf,-inf,-8.240979,-7.696246,-6.667345,-inf,-1.827495,-7.592022,-inf,-8.353481,-9.069705,-3.16465,-inf,-6.278848,-inf,-7.016727,-6.247596,-5.546785,-5.322228,-5.704837,-1.711992,-inf,-8.089089,-inf,0.440822,-3.410624,3.428052,-inf,-3.910867,-inf,-inf,-8.294558,-7.490054,-inf,0.99908,-inf,-8.762206,-inf,-7.847289,-8.563513,-2.900025,-inf,-1.428567,-6.793535,-2.699311,-inf
2324-1000019,0.421875,-3.524607,-3.871497,-inf,0.260576,-7.586621,-inf,-inf,-6.184483,-inf,-6.391979,-10.125613,-inf,-6.598877,-inf,-5.871782,-3.768151,-inf,-1.690635,-2.445796,-inf,-inf,-8.055828,-4.456187,-9.436625,-9.254378,-2.618515,-inf,-7.062656,-7.409546,-inf,-8.328162,-6.863512,-inf,-5.901667,-2.110908,-inf,-8.382786,-10.67936,-11.02625,-inf,-inf,-inf,-8.099108,-6.13522,-inf,-0.302206,-0.092211,-8.052618,-8.624013,-inf,2.371184,-4.091126,-inf,-5.898273,0.312903,-inf,-0.723855,-3.357069,-inf,-inf,-inf,-7.533528,-10.210974,-6.386806,-inf,-1.856287,-3.479821,-4.802,-3.580895,-inf,-inf,-7.21158,-7.55847,-inf,-inf,-6.87765,-inf,-inf,-5.696485,-2.360036,-5.535887,-6.107282,-inf,-inf,-6.701702,-6.096399,-5.341239,-inf,0.002936,-6.173726,-inf,-8.632718,-8.979608,-3.021746,-inf,-5.696723,-inf,-7.387785,-7.091711,-3.908755,-6.950927,-4.024453,-3.24362,-inf,-6.564433,-inf,-1.229385,-4.408304,0.367655,-inf,-1.949607,-inf,-inf,-8.794259,-6.283554,-inf,-1.332654,-inf,-9.644777,-inf,-7.34781,-7.6947,-3.753172,-inf,-2.288523,-5.119199,-2.544497,-inf
2324-1000020,0.353622,-3.568246,-4.28447,-inf,0.199901,-7.63722,-inf,-inf,-6.602306,-inf,-6.455215,-10.169074,-inf,-6.64972,-inf,-5.940614,-3.832914,-inf,-1.724266,-2.753168,-inf,-inf,-8.078478,-4.524574,-9.477962,-9.284894,-2.608513,-inf,-7.109394,-7.825618,-inf,-8.404161,-6.932702,-inf,-5.928842,-2.160582,-inf,-8.396902,-10.715023,-11.431247,-inf,-inf,-inf,-8.131039,-6.542212,-inf,-0.328527,-0.045688,-8.105038,-8.496389,-inf,16.940255,-4.074465,-inf,-5.966685,0.326545,-inf,-0.793049,-2.646494,-inf,-inf,-inf,-7.540343,-10.256573,-6.814002,-inf,-1.919359,-3.53616,-4.851194,-3.603614,-inf,-inf,-7.236475,-7.952699,-inf,-inf,-6.93033,-inf,-inf,-5.758279,-2.421104,-5.53109,-5.922441,-inf,-inf,-6.77063,-6.436639,-5.407738,-inf,-0.065949,-6.241662,-inf,-8.672321,-9.388545,-3.064246,-inf,-5.751097,-inf,-7.424298,-7.116047,-3.977779,-6.951039,-4.093717,-3.241822,-inf,-6.633154,-inf,-1.204167,-4.42565,0.405326,-inf,-2.018855,-inf,-inf,-8.829779,-6.349222,-inf,-1.297678,-inf,-9.671167,-inf,-7.404319,-8.120543,-3.773531,-inf,-2.302073,-5.1885,-2.579452,-inf
2324-1000021,-0.912562,-0.935495,-1.282385,-inf,-0.150121,-4.946531,-inf,-inf,-3.545001,-inf,-4.038651,-7.512742,-inf,-3.959435,-inf,-4.086189,-1.336233,-inf,0.446208,-0.308952,-inf,-inf,-5.872497,-2.926267,-6.846499,-6.845484,-2.148197,-inf,-4.429816,-4.776706,-inf,-6.684847,-5.220197,-inf,-3.646998,1.648366,-inf,-6.42863,-8.163505,-8.510395,-inf,-inf,-inf,-5.682018,-3.621486,-inf,-0.102284,-1.529216,-5.419562,-5.990957,-inf,-1.382162,-3.612613,-inf,-4.048841,-0.360853,-inf,-0.034194,-2.667408,-inf,-inf,-inf,-5.843036,-7.582195,-3.844814,-inf,-0.991032,-0.929774,-2.161425,-1.563899,-inf,-inf,-4.983276,-5.330166,-inf,-inf,-4.247275,-inf,-inf,-3.345328,-0.29397,-4.372056,-4.94345,-inf,-inf,-4.984878,-4.134814,-3.379653,-inf,0.344868,-4.3072,-inf,-6.073963,-6.420853,-0.467714,-inf,-3.091517,-inf,-4.888477,-4.884055,-2.441147,-5.557212,-2.579296,-2.171892,-inf,-4.846052,-inf,-1.690822,-2.495218,13.973984,-inf,-2.189691,-inf,-inf,-6.293947,-4.155961,-inf,-1.744701,-inf,-7.324738,-inf,-4.760091,-5.106981,-2.299716,-inf,-0.835067,-3.62272,-1.432068,-inf
2324-1000022,-4.817369,-5.126276,-5.8425,-inf,-4.728373,-6.482828,-inf,-inf,-6.6436,-inf,-4.319208,-8.291004,-inf,-6.212344,-inf,-1.989586,-5.579313,-inf,-4.865238,-5.894139,-inf,-inf,-9.155166,-4.940438,-8.148737,-9.013166,-7.264889,-inf,-6.637171,-7.353394,-inf,-4.51863,-3.047172,-inf,-7.463737,-4.641266,-inf,-9.773868,-9.357365,-10.073589,-inf,-inf,-inf,-8.515998,-7.225768,-inf,-5.341771,-6.30756,-6.458429,-6.84978,-inf,-5.533683,-8.507156,-inf,-2.88702,-5.427268,-inf,-3.170113,-5.023559,-inf,-inf,-inf,-9.62798,-8.01991,-6.281195,-inf,-5.538887,-4.610038,-6.153041,-6.160917,-inf,-inf,-8.415035,-9.131259,-inf,-inf,-6.226252,-inf,-inf,-5.818313,-4.633329,-8.823106,-9.214457,-inf,-inf,-3.641023,-6.118871,-5.089969,-inf,-3.38152,-4.47,-inf,-8.529276,-9.2455,-5.109285,-inf,-6.380338,-inf,-7.893136,-8.404868,-3.461907,-9.784846,-2.465561,-7.044564,-inf,-4.522026,-inf,-6.757641,-6.813531,-5.471534,-inf,-6.03013,-inf,-inf,-8.43079,-5.124644,-inf,-6.651285,-inf,-9.626132,-inf,-5.210755,-5.926979,-7.442542,-inf,-5.971084,-2.307754,-6.911728,-inf
2324-1000023,-4.488439,-2.329514,-3.045737,-0.771473,-3.891962,-2.880833,-0.949836,-1.189538,-3.463802,-inf,-3.614084,-1.141447,-1.201469,-3.132465,-inf,-3.980903,-4.248115,-inf,-2.354743,-3.383645,-inf,-2.101831,-4.032827,-5.218272,-1.131939,-3.204681,-4.276069,-1.203696,-2.761736,-3.47796,-inf,-6.828187,-5.356729,-1.205467,-3.136463,-2.804319,-2.544865,-4.475862,-3.265217,-3.981441,-1.707176,-1.487618,-inf,-3.418615,-3.071795,-0.79753,-3.699604,-4.538671,-2.990113,-3.381464,-inf,-4.818374,-5.04506,-inf,-4.249314,-3.555932,-inf,-3.256766,-5.110211,-inf,-inf,-2.708627,-4.639624,-1.273521,-4.47659,-2.202326,-4.764739,-2.965221,-3.782356,-2.514069,-3.305451,-inf,-3.546718,-4.262942,-1.988678,-inf,-3.349568,-1.418571,-2.870171,-4.801168,-3.654229,-4.536345,-4.927696,-inf,-inf,-5.353592,-6.05075,-5.021848,-inf,-3.171477,-5.17238,-2.212717,-3.770758,-4.486982,-2.509167,-2.425548,-4.356544,-1.452704,-3.383701,-3.60709,-4.269152,-5.227875,-3.888027,-3.417933,-inf,-5.700138,-3.769142,-4.40684,-2.662759,-3.284123,-inf,-5.776559,-inf,-0.935244,-2.86624,-4.990349,-inf,-3.811521,-inf,-3.792361,-1.060497,-2.618538,-3.334762,-4.345842,-inf,-2.874383,-4.342295,-4.918869,-inf
2324-1000024,-1.816222,-1.056829,-1.403719,-inf,-1.005987,-5.176069,-inf,-inf,-3.766611,-inf,-4.989714,-7.331623,-inf,-4.276929,-inf,-5.349424,-2.623862,-inf,1.933103,1.177942,-inf,-inf,-4.929174,-4.372651,-6.587941,-6.183493,-0.891101,-inf,-4.488805,-4.835695,-inf,-8.000461,-6.535811,-inf,-2.805661,-0.538371,-inf,-5.286835,-7.682303,-8.029193,-inf,-inf,-inf,-5.057505,-3.250257,-inf,-0.293491,-1.185279,-5.716695,-6.288089,-inf,-1.824607,-2.226901,-inf,-5.308353,-0.045816,-inf,-1.457181,-4.090396,-inf,-inf,-inf,-4.542348,-7.48544,-4.622912,-inf,-2.255145,-1.928472,-2.678608,-0.455244,-inf,-inf,-4.093957,-4.440847,-inf,-inf,-4.653106,-inf,-inf,-4.469198,-1.755256,-2.909302,-3.480697,-inf,-inf,-6.293077,-5.458336,-4.703175,-inf,-0.966971,-5.602158,-inf,-5.771437,-6.118327,-0.618211,-inf,-3.838493,-inf,-4.45554,-3.971229,-3.872158,-4.139755,-3.989412,-0.70105,-inf,-6.180587,-inf,-0.921988,-1.295498,0.112407,-inf,-3.359273,-inf,-inf,-5.810345,-5.349992,-inf,-0.67795,-inf,-6.533946,-inf,-5.26225,-5.60914,0.292013,-inf,1.756663,-4.997734,-1.390729,-inf
2324-1000025,-2.731549,-4.0132,-4.36009,-inf,-2.260784,-8.085376,-inf,-inf,-6.70255,-inf,-7.893258,-9.977668,-inf,-7.21943,-inf,-8.057723,-5.299335,-inf,-2.069155,-2.824316,-inf,-inf,-6.953198,-6.780958,-9.203709,-8.419794,-1.027128,-inf,-7.362797,-7.709687,-inf,-10.641301,-9.176652,-inf,-5.226395,-3.261298,-inf,-6.795023,-10.037194,-10.384084,-inf,-inf,-inf,-7.481168,-5.986229,-inf,-1.573832,-0.195174,-8.634692,-9.206087,-inf,-1.873981,-1.656649,-inf,-8.021598,-0.12876,-inf,-3.385153,-6.018367,-inf,-inf,-inf,-5.658981,-10.181043,-7.55688,-inf,-4.123117,-4.76888,-5.619363,-2.944692,-inf,-inf,-6.284611,-6.631501,-inf,-inf,-7.603527,-inf,-inf,-7.275096,-4.202146,-3.305939,-3.877333,-inf,-inf,-8.946986,-8.103459,-7.348298,-inf,-2.68779,-8.277057,-inf,-8.459891,-8.806781,-3.568861,-inf,-6.760809,-inf,-7.110731,-6.153977,-6.307967,-4.871715,-6.465298,-1.487306,-inf,-8.800985,-inf,-0.183047,-3.32526,1.39555,-inf,-4.802975,-inf,-inf,-8.284546,-8.120421,-inf,2.721289,-inf,-8.572806,-inf,-8.212877,-8.559767,-3.067285,-inf,-1.602635,-7.541356,-3.320571,-inf
2324-1000026,-4.355583,-2.19582,-2.912044,-inf,-3.758554,-2.762516,-inf,-inf,-3.332438,-inf,-3.518655,-1.274134,-inf,-3.005556,-2.249341,-3.899915,-4.117479,-1.831537,-2.221941,-3.250843,-inf,-inf,-3.945721,-5.098129,-1.057192,-3.165715,-4.152539,-inf,-2.630211,-3.346435,-4.458109,-6.744051,-5.272593,-inf,-3.01838,-2.671014,-inf,-4.409152,-3.324487,-4.040711,-inf,-inf,-1.664341,-3.314915,-2.941946,-inf,-3.56627,-4.407888,-2.888174,-3.279525,-inf,-4.684683,-4.929991,-2.509122,-4.159696,-3.424334,-5.334704,-3.128933,-4.982379,-inf,-inf,-inf,-4.560968,-1.381677,-4.357055,-inf,-4.6324,-2.835592,-3.649552,-2.389529,-inf,-1.794781,-3.445355,-4.161579,-inf,-1.57662,-3.227194,-inf,-inf,-4.679401,-3.523601,-4.43689,-4.828241,-inf,-3.61235,-5.262925,-5.934257,-4.905355,-inf,-3.040932,-5.069019,-inf,-3.642419,-4.358643,-2.375502,-inf,-4.227285,-inf,-3.257871,-3.503879,-4.155358,-5.134968,-3.782606,-3.301743,-3.948976,-5.59955,-inf,-4.278825,-2.54842,-3.155791,-3.994348,-5.644922,-1.130364,-inf,-2.780938,-4.881624,-2.039605,-3.690179,-2.114368,-3.764942,-inf,-2.534311,-3.250535,-4.219048,-1.933106,-2.74759,-4.247443,-4.785842,-0.633028
2324-1000027,-0.304,-4.097209,-4.813433,-inf,-0.454702,-8.210887,-inf,-inf,-7.162738,-inf,-7.113072,-10.685393,-inf,-7.226588,-inf,-6.619042,-4.46269,-inf,-2.186536,-3.215438,-inf,-inf,-8.427388,-5.203426,-9.978265,-9.696751,-2.695465,-inf,-7.655126,-8.37135,-inf,-9.080297,-7.608839,-inf,-6.321514,-2.738252,-inf,-8.668744,-11.167551,-11.883775,-inf,-inf,-inf,-8.558246,-7.019285,-inf,-0.77445,0.188955,-8.691416,-9.082767,-inf,2.012978,-4.079621,-inf,-6.645542,0.197948,-inf,-1.469443,-3.322888,-inf,-inf,-inf,-7.748181,-10.789379,-7.439851,-inf,-2.580596,-4.154373,-5.420616,-3.966102,-inf,-inf,-7.606345,-8.322569,-inf,-inf,-7.520104,-inf,-inf,-6.409001,-3.069924,-5.637709,-6.02906,-inf,-inf,-7.448735,-7.110714,-6.081812,-inf,-0.744284,-6.919979,-inf,-9.16205,-9.878274,-3.587068,-inf,-6.355287,-inf,-7.890872,-7.481674,-4.655447,-7.100987,-4.768639,-3.389531,-inf,-7.311828,-inf,-1.168761,-4.737297,0.572265,-inf,-2.694784,-inf,-inf,-9.284377,-7.019716,-inf,-1.122582,-inf,-10.047442,-inf,-8.019309,-8.735533,-4.069247,-inf,-2.597788,-5.862183,-3.017937,-inf
